income,credit_score,loan_amount,employment_length_years,loan_status
53343.41,768,25000,30,0
25778.41,729,25000,27,1
51202.81,622,25000,35,0
84087.51,532,5000,12,0
63245.56,693,15000,20,0
37638.33,761,5000,25,1
24632.89,726,5000,30,0
55211.91,758,15000,15,0
45985.95,629,20000,30,1
62138.18,603,10000,12,1
53162.21,576,15000,29,1
68168.08,644,10000,31,1
26340.39,642,20000,4,1
80052.38,671,15000,11,1
40886.69,637,25000,38,0
126141.12,637,15000,36,0
24016.28,572,20000,3,1
102906.73,744,5000,28,0
40894.32,658,15000,4,1
24566.75,633,25000,10,1
27164.56,575,15000,29,1
29965.19,517,5000,8,0
46840.32,781,15000,27,1
49697.07,705,25000,21,1
25739.45,488,20000,10,1
35788.69,726,25000,20,1
131316.04,742,20000,5,0
102388.11,662,25000,25,1
47183.25,810,10000,15,0
37153.08,672,15000,13,1
39027.38,508,15000,34,1
52475.98,687,5000,35,0
19659.67,674,10000,21,1
31119.01,590,5000,1,1
13344.37,707,15000,12,1
46144.54,483,5000,10,1
53547.13,749,20000,11,1
27175.96,562,10000,32,1
93376.23,552,25000,21,0
17405.48,639,20000,8,1
15083.78,693,25000,6,1
41550.76,666,5000,16,0
68067.76,576,15000,9,1
99743.44,599,20000,37,0
27575.13,537,10000,38,1
69369.91,628,25000,24,1
35486.05,758,20000,26,0
32742.32,650,15000,29,0
61709.67,736,10000,29,1
53712.11,796,10000,33,0
14103.31,591,25000,32,1
88073.26,631,20000,31,1
83121.18,850,20000,11,1
24950.83,794,10000,22,0
46049.96,483,5000,28,0
48845.53,689,10000,0,1
42463.67,650,15000,19,0
26103.3,733,20000,9,1
24270.72,576,25000,18,1
35762.94,566,20000,22,1
73396.93,582,10000,20,0
50320.11,593,15000,34,0
29074.93,732,5000,31,1
57700.39,532,20000,9,0
,588,10000,1,1
72349.18,471,10000,35,0
12786.84,751,10000,5,1
29217.86,777,15000,16,1
18549.5,617,10000,14,1
16700.45,620,10000,35,1
72874.65,695,10000,23,0
27429.64,797,20000,39,1
44707.76,691,10000,28,0
35307.39,580,15000,13,1
48350.14,488,20000,1,1
38028.58,538,10000,21,1
16817.99,657,5000,5,1
66023.11,584,15000,8,1
27004.16,669,5000,11,1
14271.94,595,15000,38,1
28088.93,544,5000,4,0
89362.45,532,10000,39,1
60483.93,806,5000,0,0
29460.59,739,5000,9,1
29449.89,823,15000,10,1
29942.05,704,10000,26,0
126253.72,607,15000,22,0
45668.37,782,10000,19,1
47005.74,647,25000,4,1
67384.48,672,20000,12,0
41909.74,646,20000,9,1
31087.92,355,15000,35,1
32279.58,810,10000,15,1
34788.4,699,5000,6,0
35513.45,683,20000,31,1
56194.7,644,15000,24,1
37465.19,666,15000,25,0
56363.89,590,15000,35,1
34598.65,712,10000,27,0
38069.97,519,15000,11,1
10949.83,669,25000,25,1
62931.15,706,5000,3,1
44707.35,630,15000,22,1
66092.2,687,10000,39,0
6388.45,551,5000,23,1
127137.55,553,5000,30,0
33397.83,674,20000,29,1
70608.77,718,15000,2,1
19458.83,463,15000,15,1
52452.56,702,10000,33,0
19301.74,596,25000,37,1
24977.7,631,25000,27,1
114510.16,516,20000,6,1
32389.53,565,25000,7,1
41376.14,747,10000,6,0
61208.46,653,20000,36,0
48893.96,612,15000,6,1
39745.48,638,25000,17,0
45205.62,699,10000,38,0
153591.13,694,10000,20,0
35081.48,642,15000,33,1
40972.62,759,10000,26,1
68213.15,747,20000,7,0
70496.3,691,20000,33,0
74029.44,655,5000,17,0
53275.84,716,15000,11,1
18291.6,681,10000,21,1
96766.77,756,25000,39,0
18254.97,740,20000,21,1
43546.35,548,15000,7,0
23096.46,541,15000,27,1
34944.52,580,20000,31,0
44234.37,748,5000,10,0
44038.27,492,15000,20,0
46777.26,689,10000,25,1
95628.56,686,25000,13,0
47673.0,766,25000,14,1
31366.82,668,20000,13,1
64760.58,516,15000,11,0
74137.91,554,25000,35,1
17386.26,532,15000,2,1
51970.94,596,20000,6,1
55309.7,632,5000,38,0
30377.63,533,25000,0,1
82902.8,797,10000,38,0
33188.76,517,20000,24,1
39157.45,785,5000,30,1
32733.59,769,10000,21,0
36656.55,740,10000,9,0
18811.71,581,25000,17,1
15305.53,684,15000,12,1
94532.88,522,20000,7,1
21847.09,741,10000,8,1
20033.57,643,25000,14,1
9976.28,609,5000,7,1
24751.04,528,10000,32,1
16418.21,402,5000,34,0
97266.42,546,20000,18,1
66562.08,761,25000,29,0
24031.24,610,5000,8,0
140289.23,633,15000,18,1
65451.15,716,5000,25,0
29884.68,831,5000,0,0
8105.97,783,25000,2,1
143568.21,553,25000,33,0
15776.18,456,10000,24,1
13531.3,850,5000,29,0
67073.36,850,5000,0,1
156976.51,669,25000,17,0
83329.98,523,15000,32,0
50937.03,746,25000,8,1
51888.51,639,15000,6,1
60599.95,639,25000,29,1
57259.98,739,20000,12,0
42989.66,683,5000,16,0
38658.45,531,15000,12,1
34976.94,618,20000,12,1
23100.77,716,15000,37,0
30687.02,701,10000,36,0
13150.64,676,10000,9,1
34234.74,743,5000,13,0
20067.27,614,20000,4,0
18729.34,668,20000,35,1
40454.63,312,10000,34,1
83717.34,605,5000,22,0
63006.3,726,10000,4,1
14153.25,611,20000,27,1
20054.79,603,15000,22,1
63860.91,546,20000,33,1
20140.89,750,5000,30,0
31736.42,705,20000,6,1
50515.29,733,25000,6,1
20312.53,477,20000,3,1
38685.7,634,25000,31,1
16310.83,622,10000,27,0
25315.68,622,25000,3,1
43996.67,588,20000,38,1
13963.52,615,20000,7,1
47300.91,735,20000,13,1
35890.12,459,5000,29,0
50589.23,828,10000,2,1
41537.36,698,25000,1,1
82329.46,646,15000,9,0
39149.18,741,25000,5,1
28067.19,505,20000,6,1
39080.48,584,15000,15,0
50310.99,638,15000,5,1
37395.89,787,25000,15,1
37210.83,645,25000,26,1
23832.49,695,25000,11,1
24398.07,591,25000,21,1
15653.3,699,10000,14,1
103750.69,818,5000,21,0
17217.51,750,5000,34,0
23962.78,642,25000,14,1
23598.91,718,5000,22,0
62128.16,708,25000,37,0
30425.31,701,25000,1,1
76775.84,761,25000,1,1
24243.54,760,10000,18,0
42933.02,637,20000,4,1
21999.87,714,5000,3,1
131543.05,612,5000,27,0
17808.67,558,10000,17,1
43734.49,623,10000,39,0
53117.73,642,25000,30,1
46549.87,484,25000,21,1
32494.54,736,20000,10,0
33594.16,373,5000,15,0
37282.78,850,10000,3,1
33249.63,800,20000,20,0
64752.49,624,5000,24,1
136805.27,651,20000,19,1
25990.98,680,20000,7,1
15964.43,591,25000,8,1
34441.96,669,20000,17,1
170727.77,636,25000,30,0
22421.94,641,5000,34,0
97097.42,668,5000,29,0
99371.49,519,25000,17,1
26051.93,654,15000,18,0
51092.34,666,20000,23,0
96474.88,663,5000,21,0
28926.79,628,20000,13,1
32139.84,764,15000,18,0
25616.49,615,20000,28,1
19754.69,673,15000,21,1
24598.32,780,10000,29,1
17424.56,642,15000,14,1
37065.8,671,5000,20,0
22879.95,640,25000,25,1
41784.12,774,25000,35,1
14277.82,624,20000,11,1
44290.62,778,10000,6,0
59881.17,640,20000,10,1
10979.21,564,15000,38,1
45452.99,718,25000,19,0
75856.71,620,15000,34,0
17574.7,712,25000,3,1
99066.18,377,25000,1,1
46695.89,651,25000,19,1
23789.34,604,5000,19,1
35120.44,544,15000,11,0
50766.71,595,20000,16,1
38009.95,593,10000,17,0
50174.07,645,20000,39,0
20901.91,513,15000,23,1
40199.77,682,10000,7,0
15549.31,787,20000,36,1
33971.06,678,10000,29,1
21113.24,731,15000,19,1
23357.7,759,25000,22,1
76241.1,774,15000,36,0
69897.56,837,5000,9,0
52338.26,600,10000,32,1
18856.49,578,15000,23,1
30036.09,728,25000,35,1
75196.4,721,25000,15,0
39538.5,728,15000,27,1
146034.43,839,20000,11,0
45981.33,651,15000,19,0
40750.75,693,25000,17,1
30167.79,552,15000,36,1
39345.01,850,5000,25,0
33140.72,616,20000,6,0
55540.36,619,15000,20,1
64474.26,615,25000,31,0
22661.13,586,15000,6,1
16338.18,577,15000,22,1
12067.57,598,10000,19,1
49256.41,513,15000,19,0
18731.84,571,5000,31,0
9979.27,845,25000,25,1
45850.77,724,10000,35,0
162072.61,743,15000,23,0
36183.46,768,20000,0,1
60059.71,833,5000,27,0
38143.0,473,5000,25,0
34223.44,527,5000,33,0
63035.03,570,10000,25,0
30510.78,603,15000,35,1
42635.2,620,5000,4,0
44047.27,605,15000,1,1
24322.22,672,20000,31,1
65855.97,654,15000,33,1
32696.53,578,15000,29,1
23076.1,432,15000,23,1
50106.49,551,25000,27,1
21182.26,595,10000,2,1
36934.77,625,15000,9,1
36117.35,537,5000,5,0
69670.85,601,25000,33,0
48282.23,537,15000,30,0
35774.26,637,25000,12,1
59317.51,543,10000,38,0
83627.24,565,25000,19,1
50750.98,519,5000,31,0
36541.78,635,15000,9,0
16529.44,563,5000,25,0
19166.74,741,20000,18,1
30238.32,691,25000,28,0
25192.27,643,25000,12,1
32461.73,570,25000,33,1
37571.08,688,10000,19,0
49901.96,719,5000,39,0
34811.42,664,20000,17,1
48625.38,810,10000,33,0
,696,10000,7,0
11100.22,741,15000,15,1
20669.18,663,20000,39,1
33307.82,718,25000,22,1
17574.13,570,25000,31,1
52049.85,604,15000,12,0
90985.05,685,25000,25,0
75452.39,684,5000,37,0
31950.22,701,25000,0,1
88826.09,760,5000,1,1
39703.73,508,15000,38,0
29665.75,553,15000,12,0
25133.54,673,5000,26,0
30288.34,578,25000,3,1
28770.16,850,15000,19,1
40225.23,702,15000,2,1
39988.39,642,5000,22,0
36381.93,598,15000,1,1
47200.65,602,25000,15,0
74190.23,653,15000,9,0
64198.33,661,5000,27,0
14899.18,604,25000,17,1
7845.12,623,20000,1,1
63614.2,784,5000,13,0
15992.46,788,20000,19,1
31733.9,675,15000,39,0
17996.49,516,25000,22,1
12317.94,704,15000,6,1
50255.62,805,25000,13,0
57267.76,787,10000,36,1
25696.08,723,15000,7,1
7672.32,792,15000,4,1
26166.97,655,15000,22,1
45939.58,713,5000,9,1
14952.79,582,25000,26,1
40538.85,679,25000,34,1
35983.44,783,25000,0,1
51409.33,591,5000,6,0
39016.82,564,25000,7,1
20255.03,660,15000,10,1
74454.46,627,20000,33,0
33020.45,715,10000,27,0
35725.4,605,25000,33,1
20744.56,822,5000,19,0
27834.48,521,5000,27,1
21356.65,775,25000,36,1
32736.06,574,20000,2,1
101419.95,470,25000,8,0
15944.34,674,5000,21,1
13792.26,625,10000,24,1
87789.94,539,20000,1,1
32029.28,482,25000,22,1
24307.89,649,10000,16,1
67774.6,748,25000,24,0
25251.24,708,20000,11,1
108619.46,656,5000,26,1
54543.59,698,20000,19,0
27099.03,647,15000,8,0
132506.23,507,25000,22,0
25249.74,508,10000,35,1
56684.56,630,10000,27,1
43459.1,634,20000,28,0
79304.07,735,20000,31,0
92679.88,726,20000,11,0
37019.59,711,10000,29,0
23108.35,622,5000,10,0
47857.51,512,10000,36,0
24182.17,691,5000,19,0
121544.09,703,20000,10,0
39415.77,411,15000,37,0
29167.4,567,10000,15,1
40570.97,581,20000,34,0
16183.12,662,10000,0,1
20272.72,570,20000,24,1
74626.31,646,10000,26,0
24486.16,629,25000,31,1
19377.22,634,10000,5,1
50110.79,578,25000,35,1
73970.56,586,5000,38,0
55902.93,542,10000,22,0
66014.43,688,5000,28,0
23061.57,707,15000,29,1
15473.96,573,25000,21,1
89393.23,802,10000,10,0
29923.28,619,5000,25,1
31241.42,803,20000,22,1
80572.81,586,5000,2,0
50702.88,447,10000,5,0
47740.37,690,15000,6,1
133119.35,675,25000,38,0
24683.47,653,20000,21,1
63367.35,586,5000,32,0
37579.27,647,10000,39,0
42665.9,599,10000,2,0
90860.54,620,25000,29,0
49251.81,734,20000,23,0
50160.22,668,5000,2,1
69113.43,711,5000,1,1
29173.86,627,5000,39,1
21948.94,616,25000,18,1
19401.67,535,25000,23,1
11161.06,613,20000,19,1
124707.25,318,5000,30,0
18733.62,591,5000,30,0
31800.83,642,20000,36,1
30758.2,706,20000,28,1
43671.2,623,20000,3,1
59245.34,685,10000,9,0
60857.12,432,20000,35,0
25595.03,644,15000,34,0
32850.66,482,25000,20,1
43025.49,529,20000,0,1
31281.6,631,10000,11,0
95264.01,778,15000,23,0
48756.07,687,10000,1,0
56439.62,652,10000,19,0
54053.46,648,10000,15,0
73429.74,579,10000,33,1
40482.01,596,5000,12,0
16678.92,693,25000,17,1
46157.41,511,5000,28,0
24567.65,709,15000,13,1
26445.2,611,5000,29,0
51627.95,733,15000,34,0
76341.34,746,20000,8,1
36781.97,483,15000,36,1
43708.58,592,5000,38,0
100843.89,564,5000,11,0
41959.15,469,15000,20,1
172993.6,547,5000,17,0
50985.97,850,15000,10,1
12626.36,711,10000,26,1
57068.35,842,25000,23,1
45647.09,733,15000,33,1
78735.68,576,10000,19,0
54388.54,612,10000,12,1
33420.56,709,10000,7,1
17420.82,694,10000,36,1
32035.05,592,15000,4,1
21800.49,499,5000,6,0
25634.28,850,10000,11,1
51696.59,636,20000,3,1
98907.73,617,10000,39,0
46018.69,661,5000,18,0
17720.37,626,5000,0,0
47418.21,662,25000,12,1
74457.14,779,25000,24,1
25188.18,638,10000,33,1
33509.68,534,10000,34,1
36636.96,634,25000,16,1
22675.97,604,10000,25,0
53581.99,792,20000,20,0
33773.48,767,15000,11,1
46710.28,661,25000,15,0
21322.21,522,25000,19,1
27931.91,527,5000,9,1
56018.03,652,10000,22,0
29036.24,684,25000,29,1
102352.53,613,25000,7,1
28573.02,602,20000,4,1
41556.57,591,10000,11,1
63548.23,648,15000,13,0
15505.97,412,20000,11,1
12626.02,540,15000,23,1
14539.24,587,5000,16,1
77462.6,771,25000,0,1
26078.99,569,20000,36,1
168538.51,668,15000,10,1
25885.84,673,10000,5,0
40567.83,780,5000,14,0
91607.28,776,5000,39,0
121013.3,644,25000,22,1
125104.18,602,25000,22,0
74983.23,584,15000,37,0
67133.44,626,15000,37,0
51819.21,607,5000,11,0
57931.51,705,15000,6,1
26089.51,692,25000,36,1
22227.39,709,5000,15,0
36242.05,776,5000,37,0
32790.34,836,10000,39,0
27668.87,662,10000,34,0
55151.13,760,15000,39,0
64420.24,615,15000,28,0
38293.83,769,25000,38,0
88125.57,756,25000,16,0
18306.04,751,10000,25,0
32331.73,659,5000,19,1
23621.36,583,20000,24,1
11849.94,511,20000,37,1
34557.9,646,15000,38,0
33757.28,803,20000,36,1
90045.45,619,20000,18,0
53023.32,729,10000,20,0
19643.23,734,5000,31,1
110465.17,622,25000,27,1
75555.31,782,10000,38,0
51495.96,359,25000,11,1
31701.19,528,10000,14,0
20421.36,558,10000,27,1
29047.16,568,20000,20,1
69790.22,684,25000,15,0
112504.87,679,10000,22,0
91669.6,689,20000,25,0
27083.78,710,15000,14,1
18550.08,555,25000,36,1
39518.8,528,10000,11,1
12568.34,690,15000,3,1
44086.14,587,20000,34,1
33237.65,493,10000,30,0
27457.05,747,20000,26,1
13949.21,790,20000,31,1
49422.45,806,20000,32,0
26380.48,669,25000,12,1
17998.61,713,15000,36,1
6481.08,787,15000,1,1
35720.89,586,5000,37,1
105171.85,761,10000,36,0
98396.01,678,20000,4,0
27604.73,741,10000,17,1
25302.86,669,15000,16,1
48110.92,780,15000,1,1
19949.69,672,20000,34,1
43524.32,502,25000,13,1
57506.21,795,20000,11,0
75823.23,555,20000,32,1
34197.49,775,5000,6,0
32138.04,641,25000,38,1
21444.22,768,10000,8,1
22111.91,763,25000,4,1
31701.29,693,20000,3,1
45270.88,701,20000,31,0
62827.66,692,20000,4,0
22428.61,449,20000,7,1
88930.74,662,20000,12,1
30863.39,538,25000,3,1
35852.9,667,20000,10,1
23194.56,536,15000,14,1
8479.92,532,15000,17,1
61723.95,810,5000,19,0
56506.24,757,10000,0,1
30675.01,650,15000,0,1
37804.92,668,5000,10,0
49491.86,625,25000,28,1
14220.96,707,10000,28,1
26438.28,582,20000,23,1
58486.94,749,20000,19,1
17110.14,625,25000,29,1
43309.82,608,10000,37,0
16091.57,652,15000,4,1
48043.3,591,10000,9,1
35547.14,683,5000,5,1
13779.27,596,25000,3,1
73045.92,697,15000,3,0
23370.86,772,10000,6,1
22333.62,578,10000,32,1
40959.6,637,15000,8,1
72343.61,696,5000,25,0
19742.06,606,5000,20,1
37684.64,696,10000,21,0
46971.2,706,20000,32,0
55042.64,758,15000,32,0
40370.92,589,5000,4,1
29137.56,556,5000,20,0
22102.5,619,5000,26,0
38241.87,553,25000,0,1
19086.12,706,20000,15,1
6292.98,534,5000,34,1
47189.93,850,20000,35,1
62464.95,780,10000,31,0
8797.66,651,10000,28,1
19814.35,737,25000,38,1
52653.74,486,20000,22,1
124803.69,850,15000,14,0
36771.42,591,25000,25,1
23463.43,638,5000,36,0
32541.2,464,10000,24,1
82861.5,699,10000,1,0
24647.27,539,15000,11,1
22482.33,660,25000,18,1
27183.19,596,20000,31,1
20496.37,542,10000,22,1
39089.23,570,5000,4,1
96259.9,673,15000,24,0
44083.8,522,15000,34,1
31212.94,575,15000,28,0
30482.66,716,5000,37,0
14215.46,850,15000,19,1
61689.31,698,20000,35,0
34658.48,558,20000,6,1
32588.41,613,25000,21,1
246684.27,653,25000,17,1
43445.03,615,20000,20,1
23130.92,740,5000,21,0
28118.57,672,25000,38,0
72335.29,741,15000,11,1
38869.39,619,20000,10,1
15321.82,783,10000,11,1
63040.8,633,5000,25,1
24321.44,553,5000,29,0
111745.44,850,20000,14,0
69426.84,468,10000,7,1
27767.09,576,5000,17,0
78324.04,587,25000,9,1
37824.54,850,10000,7,1
60576.61,831,15000,37,0
48573.81,799,25000,34,1
21855.02,617,10000,19,1
24683.0,850,20000,11,1
67371.44,687,5000,2,1
29706.91,748,25000,19,0
28504.32,668,20000,11,1
20474.31,645,10000,23,1
46824.39,625,15000,15,1
125180.87,629,5000,9,1
19138.94,711,5000,18,1
36847.08,687,25000,13,1
84739.09,647,20000,13,1
34620.98,801,10000,21,0
47639.76,353,10000,3,1
19198.05,701,20000,33,1
46956.84,722,5000,17,1
32458.36,765,20000,33,0
65607.02,644,10000,17,0
74045.25,671,20000,39,1
171740.21,749,5000,30,0
51419.87,799,25000,19,1
44155.72,620,5000,35,1
40807.88,677,15000,9,1
29380.9,818,15000,2,0
44493.14,438,20000,20,1
30417.07,581,5000,35,0
40178.07,797,5000,9,0
80062.15,759,10000,6,0
19852.29,702,25000,21,1
71964.42,605,5000,22,0
80038.98,562,20000,11,0
33831.88,591,10000,38,0
10166.84,805,10000,12,1
25217.84,587,20000,39,0
79078.53,660,20000,12,0
35820.63,575,5000,32,0
19938.72,734,5000,30,0
26826.22,596,10000,27,0
60136.49,640,10000,18,0
50414.8,482,25000,20,0
31465.3,489,10000,31,1
29141.12,651,20000,25,0
28708.4,517,20000,12,1
20880.14,850,25000,28,1
95724.1,444,15000,6,0
29929.73,570,15000,25,1
75379.84,652,20000,5,1
90471.45,613,15000,31,0
66104.13,540,15000,35,0
28029.92,554,25000,22,1
46269.49,551,10000,10,1
35792.11,621,10000,20,0
21115.84,845,15000,18,0
44117.67,658,5000,33,0
17900.36,768,25000,34,1
74058.28,701,15000,30,0
27480.44,761,5000,28,0
40974.11,370,5000,5,1
43043.77,620,25000,35,1
31090.48,781,10000,30,0
51638.16,593,20000,31,0
27311.35,826,5000,39,0
61253.63,798,20000,19,1
16194.26,603,20000,21,0
39176.32,600,25000,2,1
116233.62,549,10000,7,0
19926.41,587,25000,18,1
24181.74,527,5000,30,0
49431.58,693,10000,31,0
40447.05,504,15000,14,1
44818.58,710,10000,38,0
48703.8,713,25000,30,0
53147.85,484,25000,2,1
70673.07,805,20000,31,0
46438.83,701,15000,9,1
31421.43,725,10000,27,0
54368.72,574,15000,26,1
113542.12,712,20000,39,0
33537.51,763,15000,30,0
20237.29,640,15000,33,1
70562.1,850,10000,4,0
33784.97,654,15000,10,0
9861.55,764,20000,6,1
60382.4,679,5000,7,0
26338.92,709,5000,16,0
34395.47,483,25000,38,1
44319.86,687,5000,13,1
40712.88,577,10000,23,0
55585.14,565,25000,29,1
27964.98,824,5000,14,0
49407.79,629,5000,3,0
31078.51,550,25000,12,1
56572.95,614,10000,4,1
52534.24,520,25000,30,1
20717.56,793,10000,11,0
69674.47,580,10000,29,0
26328.89,703,20000,9,1
58972.98,786,5000,29,0
45268.76,600,5000,25,1
109415.76,703,15000,5,0
31758.65,547,25000,26,1
29448.84,850,20000,19,1
35894.82,744,5000,27,0
30275.44,631,15000,19,1
58686.51,573,20000,11,1
13769.53,639,10000,20,1
19298.65,616,5000,29,1
19135.84,845,25000,9,1
64227.36,527,20000,4,1
101353.33,663,15000,36,0
34109.47,648,25000,7,1
32817.16,638,10000,29,1
37874.42,639,25000,16,1
72920.64,638,15000,2,1
20818.31,737,10000,20,1
41899.17,711,15000,15,0
65193.73,692,5000,31,0
49052.99,347,15000,26,0
40690.46,680,25000,5,1
66212.71,484,5000,15,0
7172.87,715,5000,2,1
54541.94,797,20000,39,1
24527.61,557,25000,19,1
12107.98,624,25000,39,1
49351.41,590,10000,6,1
82800.98,774,15000,10,1
33440.76,660,15000,28,0
64326.36,823,25000,2,0
95546.37,691,15000,20,0
79933.37,674,25000,31,0
97146.82,657,5000,29,0
56685.66,732,15000,38,0
37996.91,476,15000,10,1
13888.56,659,25000,16,1
31330.98,643,25000,24,1
21895.84,723,10000,24,1
133594.67,631,15000,8,1
32678.36,546,20000,28,1
39101.76,651,25000,14,1
50558.75,542,20000,18,0
37278.11,457,5000,14,1
100411.36,723,5000,38,1
24994.48,708,20000,34,1
40813.35,697,5000,39,0
23260.63,780,20000,12,1
16448.45,583,10000,15,1
25158.18,507,10000,2,1
35517.4,643,5000,30,0
28068.93,615,20000,0,1
23969.74,566,20000,34,0
15618.47,642,20000,15,1
34549.1,589,5000,0,1
14723.02,466,20000,13,1
57298.72,606,25000,6,0
38156.98,536,20000,22,1
15145.66,673,25000,34,1
30166.12,584,10000,28,1
23125.85,761,25000,21,1
43980.64,810,10000,15,0
81167.51,718,5000,28,0
11788.7,495,10000,5,1
38910.35,801,10000,17,1
32988.7,808,20000,28,0
54328.49,652,15000,24,1
41271.11,782,10000,1,1
23128.44,595,25000,31,1
29988.45,463,5000,35,0
22525.08,574,25000,31,1
69258.72,823,5000,19,0
36782.85,501,25000,36,1
113631.32,650,10000,37,0
35017.51,653,15000,32,0
23740.93,599,10000,4,0
14643.79,606,20000,5,1
12309.37,657,25000,21,1
14037.93,594,15000,20,1
42628.4,508,25000,18,1
49278.1,672,20000,14,0
14062.76,757,20000,33,1
62132.41,737,20000,6,0
27178.01,569,10000,16,0
39659.1,525,10000,4,1
95543.07,622,15000,38,0
62199.58,807,20000,1,0
30911.44,715,10000,26,1
21274.93,720,5000,23,0
9985.71,739,5000,27,1
23588.34,692,10000,0,1
31994.58,662,15000,20,1
20084.27,716,25000,27,1
33565.22,595,20000,2,1
38029.26,509,10000,29,0
31732.17,722,15000,0,1
24587.62,774,25000,17,1
40182.74,538,15000,32,0
47342.53,732,25000,14,1
18878.15,818,5000,23,0
84673.62,650,25000,35,0
34229.64,568,5000,33,0
36728.55,662,20000,25,0
55543.88,595,10000,39,0
41769.83,588,5000,21,1
64336.47,693,15000,15,1
43142.96,490,25000,39,1
25148.1,506,15000,15,1
45111.93,652,5000,4,0
18283.68,648,15000,5,1
38759.68,684,25000,23,1
35598.61,838,10000,29,0
32052.48,660,15000,36,0
33620.04,710,20000,31,0
11741.57,552,25000,18,1
26128.06,727,25000,27,1
38395.94,597,20000,7,1
39971.17,657,5000,0,0
19602.16,639,20000,3,1
77607.92,753,5000,21,0
21596.68,519,10000,21,1
64969.57,422,5000,29,0
46925.5,629,10000,26,1
24643.38,697,10000,26,1
105365.08,665,20000,12,0
17744.27,773,10000,38,0
63037.97,694,5000,26,0
66194.28,594,15000,38,0
24285.33,417,25000,37,1
83740.6,626,25000,7,0
31256.17,753,5000,11,1
43183.6,611,15000,23,0
42454.71,653,10000,17,0
33503.82,692,5000,14,1
59070.38,548,10000,15,0
58459.72,712,20000,32,0
12719.36,814,15000,9,1
79427.83,633,25000,23,1
13393.23,537,5000,18,0
67476.03,643,25000,26,1
71397.85,428,10000,30,0
18871.73,684,10000,20,0
28382.03,695,20000,15,1
18705.58,818,10000,22,1
31921.89,631,10000,13,1
30187.39,691,25000,22,1
57976.69,564,25000,17,0
79712.78,614,5000,35,0
83902.47,497,5000,11,0
25918.16,631,10000,36,0
32031.24,619,15000,10,1
13225.96,680,5000,4,0
22392.42,588,10000,20,1
64790.29,658,25000,31,1
95736.0,617,20000,28,0
17316.08,617,25000,6,1
25451.28,658,25000,35,1
35744.67,654,20000,39,0
42963.09,726,25000,26,1
22342.32,638,5000,5,0
46837.37,615,25000,37,0
27328.8,632,20000,3,0
36001.96,579,10000,34,0
50401.21,614,10000,9,1
36455.71,850,10000,37,1
27949.89,559,20000,29,1
34004.02,622,20000,8,1
34440.28,611,5000,15,1
29085.45,625,20000,3,1
31092.51,617,10000,25,0
94768.12,678,20000,28,1
50845.74,479,15000,27,0
30415.63,754,25000,10,1
55169.89,713,5000,27,0
29723.95,526,10000,31,1
73414.36,423,10000,23,0
45332.76,552,15000,38,0
34051.14,626,5000,6,1
47506.9,850,25000,17,1
14150.06,704,5000,2,0
18470.67,469,5000,19,1
17741.2,581,10000,33,1
39567.6,645,20000,29,1
102694.0,675,25000,8,1
138521.4,519,5000,9,1
53254.13,637,15000,5,0
49045.65,578,10000,16,1
